2022-02-18T16-04-21,80020,PharMerica,02/17/2022 12:00:00 AM,,6,,
2022-03-03T09-56-49,80020,PharMerica,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,6,,
2022-03-03T10-04-44,80020,PharMerica,02/17/2022 12:00:00 AM,02/22/2022 12:00:00 AM,6,,
2022-03-08T14-40-56,80020,PharMerica - Broomfield,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,18,,
2022-03-16T18-51-35,80020,PHARMERICA - BROOMFIELD 910,16,POINT (-105.095351 39.926028),,afb31d85-e83c-488c-90c9-b7b82648e400,03/09/2022 12:00:00 AM
