2022-03-08T14-40-56,75418,TMC BONHAM HOSPITAL,03/07/2022 12:00:00 AM,03/04/2022 12:00:00 AM,192,,
2022-03-16T18-51-35,75418,TMC- BONHAM HOSPITAL,96,POINT (-96.167469 33.578329),,451370,03/09/2022 12:00:00 AM
