2022-02-18T16-04-21,74132,TULSA ER AND HOSPITAL,02/16/2022 12:00:00 AM,,36,,
2022-03-03T09-56-49,74132,TULSA ER AND HOSPITAL,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,72,,
2022-03-03T10-04-44,74132,TULSA ER AND HOSPITAL,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,72,,
2022-03-08T14-40-56,74132,TULSA ER AND HOSPITAL,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,72,,
2022-03-16T18-51-35,74132,Tulsa ER & Hospital,98,POINT (-96.001828 36.061091),,f5afee08-9ea6-421f-869d-2f3afda19399,03/09/2022 12:00:00 AM
