2022-02-18T16-04-21,35205-1601,ASCENSION ST VINCENTS BIRMINGHAM,02/16/2022 12:00:00 AM,,6,,
2022-03-03T09-56-49,35205-1601,ASCENSION ST VINCENTS BIRMINGHAM,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,18,,
2022-03-03T10-04-44,35205-1601,ASCENSION ST VINCENTS BIRMINGHAM,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,18,,
2022-03-08T14-40-56,35205-1601,ASCENSION ST VINCENTS BIRMINGHAM,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,30,,
2022-03-16T18-51-35,35205,ST VINCENT'S BIRMINGHAM,36,POINT (-86.788794 33.508075),,10056,03/09/2022 12:00:00 AM
