2022-03-16T18-51-35,93610,VALLEY STATE PRISON,2,POINT (-120.118824 37.098032),,8ec6e085-47f5-42dc-b042-12c2a2834fdf,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,93610,CENTRAL CA WOMENS FAC,22,,,f63fd76a-f4f8-449f-9090-3b1c44288c8e,03/09/2022 12:00:00 AM
