2022-03-08T14-40-56,62002-6722,Alton Memorial Hospital,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,30,,
2022-03-16T18-51-35,62002,ALTON MEMORIAL HOSPITAL,5,,,140002,03/09/2022 12:00:00 AM
