2022-02-18T16-04-21,65802,GUARDIAN PHARMACY SPRGFLD,02/16/2022 12:00:00 AM,,6,,
2022-03-03T09-56-49,65802,GUARDIAN PHARMACY SPRGFLD,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,6,,
2022-03-03T10-04-44,65802,GUARDIAN PHARMACY SPRGFLD,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,6,,
2022-03-08T14-40-56,65802,GUARDIAN PHARMACY SPRGFLD,02/16/2022 12:00:00 AM,02/22/2022 12:00:00 AM,6,,
2022-03-16T18-51-35,65802,Guardian Pharmacy - Missouri,6,POINT (-93.254602 37.213403),,128d1bbf-6f2c-4500-b3f3-a1b85cbee5e8,03/09/2022 12:00:00 AM
