2022-03-16T18-51-35,95696,California State Prison Solano,6,POINT (-121.970406 38.321756),,12672cb0-50be-413d-a96e-8d1e0fc63edc,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,95696,California Medical Facility,19,POINT (-121.978615 38.333281),,14f67623-e529-4b3f-807b-248c55a36db0,03/09/2022 12:00:00 AM
