2022-03-08T14-40-56,78257,FULL SPECTRUM ER AT THE RIM,03/07/2022 12:00:00 AM,03/04/2022 12:00:00 AM,96,,
2022-03-16T18-51-35,78257,Full Spectrum Emergency Room at The RIM,48,POINT (-98.603583 29.611671),,bbf91792-fc44-4b71-b3c0-fad0ebb213a8,03/09/2022 12:00:00 AM
