2022-03-08T14-40-56,75244,ADVANCE ER GALLERIA,03/07/2022 12:00:00 AM,03/04/2022 12:00:00 AM,96,,
2022-03-16T18-51-35,75244,ADVANCE ER INWOOD,48,POINT (-96.818331 32.916817),,dcbff536-8b31-4595-9a33-d3db4a976a67,03/09/2022 12:00:00 AM
