2022-03-08T14-40-56,33409,CDR Health; West Gate Park and Recr,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,528,,
2022-03-16T18-51-35,33409,West Gate Park & Recreation Center - RAR,264,POINT (-80.097667 26.699317),,a1f504cd-71b3-40ce-903d-c615e1a35b01,03/09/2022 12:00:00 AM
