2022-02-18T16-04-21,35974,GERALDINE CLINIC,02/16/2022 12:00:00 AM,,12,,
2022-03-03T09-56-49,35974,GERALDINE CLINIC,02/23/2022 12:00:00 AM,02/22/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,35974,GERALDINE CLINIC,02/23/2022 12:00:00 AM,02/28/2022 12:00:00 AM,24,,
2022-03-08T14-40-56,35974,GERALDINE CLINIC,02/23/2022 12:00:00 AM,02/28/2022 12:00:00 AM,24,,
2022-03-16T18-51-35,35974,The Geraldine Clinic,22,POINT (-86.003532 34.364437),,7a79399a-ea42-4db5-b1f0-1e5aa15a23ef,03/09/2022 12:00:00 AM
