2022-02-18T16-04-21,02888,PHARMERICA,02/16/2022 12:00:00 AM,,12,,
2022-03-03T09-56-49,02888,PHARMERICA,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,02888,PHARMERICA,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-08T14-40-56,02888,PHARMERICA,02/16/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-16T18-51-35,02888,PHARMERICA - WARWICK 7240,12,POINT (-71.4417 41.740047),,150e4a59-3b6e-44b6-870d-860f81c6125e,03/09/2022 12:00:00 AM
