2022-03-16T18-51-35,30642,St. Marys Good Samaritan Hospital,54,POINT (-83.189879 33.52679),,7491fbf6f70225af2ec52b1fc7d498aa7bce6dfb195311a9ab9c94f9b3cc3010,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,30642,ST MARY'S GOOD SAMARITAN HOSPITAL,56,POINT (-83.241645 33.479921),,111329,03/09/2022 12:00:00 AM
