2022-03-16T18-51-35,98902,YAKIMA VALLEY MEMORIAL,22,POINT (-120.550398 46.592728),,500036,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,98902,River Village Pharmacy,7,POINT (-120.557994 46.5927),,08815176-9d7e-4939-bb4a-a4967dd11ed7,03/09/2022 12:00:00 AM
