2022-02-18T16-04-21,15211,THE MEDICINE SHOPPE 0838,02/15/2022 12:00:00 AM,02/17/2022 12:00:00 AM,12,,
2022-03-03T09-56-49,15211,THE MEDICINE SHOPPE 0838,02/24/2022 12:00:00 AM,02/17/2022 12:00:00 AM,30,,
2022-03-03T10-04-44,15211,THE MEDICINE SHOPPE 0838,02/24/2022 12:00:00 AM,02/17/2022 12:00:00 AM,30,,
2022-03-08T14-40-56,15211,THE MEDICINE SHOPPE 0838,02/24/2022 12:00:00 AM,02/17/2022 12:00:00 AM,30,,
2022-03-16T18-51-35,15211,The Medicine Shoppe - Mt Washington,18,POINT (-80.004584 40.42699),,96295380-7d59-4401-834a-62012d9e2a4b,03/09/2022 12:00:00 AM
