2022-02-18T16-04-21,29401-1113,ROPER HOSPITAL (RSFH),02/18/2022 12:00:00 AM,,30,,
2022-03-03T09-56-49,29401-1113,ROPER HOSPITAL (RSFH),02/25/2022 12:00:00 AM,02/22/2022 12:00:00 AM,66,,
2022-03-03T10-04-44,29401-1113,ROPER HOSPITAL (RSFH),02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,66,,
2022-03-08T14-40-56,29401-1113,ROPER HOSPITAL (RSFH),02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,66,,
2022-03-16T18-51-35,29401,ROPER HOSPITAL,118,POINT (-79.948734 32.782372),,420087,03/09/2022 12:00:00 AM
