2022-03-16T18-51-35,30742,CHI MEMORIAL HOSPITAL- GEORGIA,34,POINT (-85.262811 34.94769),,110236,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,30742,CHI Memorial GA,34,POINT (-85.248066 34.947357),,58fe644e452e8b5f6e81f8d128379315e07e06d5a410cea28187d1fa54d269f9,03/09/2022 12:00:00 AM
