2022-03-03T09-56-49,74146,Boomer Solutions Pharmacy Tulsa,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,24,,
2022-03-03T10-04-44,74146,Boomer Solutions Pharmacy Tulsa,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,24,,
2022-03-08T14-40-56,74146,Boomer Solutions Pharmacy Tulsa,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,24,,
2022-03-16T18-51-35,74146,GUARDIAN PHCY OF TULSA,24,POINT (-95.836529 36.085959),,7a448c6a-6e1f-4d2b-bef1-02cab667e5d9,03/09/2022 12:00:00 AM
