2022-03-16T18-51-35,93215,NORTH KERN ST PRISON,13,,,ae46dd8a-6bab-49e4-a51d-56f7f9ee8fa0,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,93215,ADVENTIST HEALTH DELANO,144,POINT (-119.238877 35.761418),,50608,03/09/2022 12:00:00 AM
