2022-02-18T16-04-21,52245,MERCY HOSPITAL IOWA CITY,02/16/2022 12:00:00 AM,,6,,
2022-03-03T09-56-49,52245-2633,MERCY HOSPITAL IOWA CITY,02/24/2022 12:00:00 AM,02/18/2022 12:00:00 AM,12,,
2022-03-03T10-04-44,52245-2633,MERCY HOSPITAL IOWA CITY,02/24/2022 12:00:00 AM,03/01/2022 12:00:00 AM,12,,
2022-03-08T14-40-56,52245-2633,MERCY HOSPITAL IOWA CITY,02/24/2022 12:00:00 AM,03/01/2022 12:00:00 AM,12,,
2022-03-16T18-51-35,52245,MERCY HOSPITAL,13,POINT (-91.528655 41.663541),,160029,03/09/2022 12:00:00 AM
