2022-03-08T14-40-56,75209,ADVANCE ER PARK CITIES,03/07/2022 12:00:00 AM,03/04/2022 12:00:00 AM,96,,
2022-03-16T18-51-35,75209,ADVANCE ER LOVER'S LANE,48,POINT (-96.822425 32.851245),,8951623b-4477-4cc3-a050-a92ec921bef6,03/09/2022 12:00:00 AM
