2022-03-16T18-51-35,24012,OMNICARE OF ROANOKE,6,POINT (-79.929717 37.28384),,24b25158-f24a-437d-a0f7-1a6ef8acd3c9,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,24012,FRIENDSHIP PHCY INC,9,POINT (-79.94277 37.32242),,541e3484-ca63-4454-9113-3fdcc6f4a9a7,03/09/2022 12:00:00 AM
