2022-02-18T16-04-21,13126-2598,OSWEGO HOSPITAL,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,30,,
2022-03-03T09-56-49,13126-2598,OSWEGO HOSPITAL,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,30,,
2022-03-03T10-04-44,13126-2598,OSWEGO HOSPITAL,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,30,,
2022-03-08T14-40-56,13126-2598,OSWEGO HOSPITAL,02/16/2022 12:00:00 AM,02/17/2022 12:00:00 AM,30,,
2022-03-16T18-51-35,13126,OSWEGO HOSPITAL,73,POINT (-76.516001 43.454141),,330218,03/09/2022 12:00:00 AM
