2022-03-16T18-51-35,31021,FAIRVIEW PARK HOSPITAL,32,POINT (-82.950571 32.53429),,110125,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,31021,Fairview Park Hospital,32,POINT (-82.939472 32.507079),,a5f9adcaccfe238744c76d0549e100771890aed5c89323907a1664f79ee37fd3,03/09/2022 12:00:00 AM
