2022-03-16T18-51-35,93960,SALINAS VALLEY ST PRN,2,,,4d8932cd-2d5a-46f2-a300-f6cc3a355963,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,93960,CORRECTION TRAINING FAC,8,,,8b5dd8ef-a117-47d4-aba5-6384f9edb97c,03/09/2022 12:00:00 AM
