2022-03-08T14-40-56,97720-1441,HARNEY DISTRICT HOSPITAL,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,6,,
2022-03-16T18-51-35,97720,HARNEY DISTRICT HOSPITAL,10,POINT (-119.06057 43.588723),,381307,03/09/2022 12:00:00 AM
