2022-03-16T18-51-35,11204,Parcare-16th Ave,61,POINT (-73.984738 40.631763),,494649af-ee74-4b0c-9f8a-ed41873cacbc,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,11204,Parcare- Pay Parkway,44,POINT (-73.978765 40.616407),,3163eea6-648d-4cd2-96d7-be1e6fb6f0da,03/09/2022 12:00:00 AM
