2022-03-03T10-04-44,75390,UTSW CLEMENTS HOSPITAL,03/01/2022 12:00:00 AM,,40,,
2022-03-08T14-40-56,75390,UTSW CLEMENTS HOSPITAL,03/01/2022 12:00:00 AM,03/03/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,75390,UTSW CLEMENTS HOSPITAL,40,,,2.80037574965287E38,03/11/2022 12:00:00 AM
