2022-03-08T14-40-56,99664-2088,North Star Health Clinic Pharmacy,02/28/2022 12:00:00 AM,03/03/2022 12:00:00 AM,5,5,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,99664,North Star Health Clinic Pharmacy,5,,1649477126,2.78564858000698E38,03/08/2022 12:00:00 AM
