2022-02-18T16-04-21,70508-6917,"OUR LADY OF LOURDES RMC, INC.",02/15/2022 12:00:00 AM,,25,,
2022-03-03T09-56-49,70508-6917,"OUR LADY OF LOURDES RMC, INC.",02/28/2022 12:00:00 AM,,85,25,02/22/2022 12:00:00 AM
2022-03-03T10-04-44,70508-6917,"OUR LADY OF LOURDES RMC, INC.",02/28/2022 12:00:00 AM,02/23/2022 12:00:00 AM,85,85,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,70508-6917,"OUR LADY OF LOURDES RMC, INC.",02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,85,85,03/04/2022 12:00:00 AM
2022-03-16T18-51-35,70508,"OUR LADY OF LOURDES RMC, INC.",130,POINT (-92.037717 30.14844),,2.78564858004854E38,03/10/2022 12:00:00 AM
