2022-03-16T18-51-35,58501,SANFORD Medical Center  - Bismarck,33,POINT (-100.781561 46.807509),,2.78573684313709E38,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,58501,CHI ST ALEXIUS MED CNTR,21,POINT (-100.777075 46.806369),,2.78564857993475E38,03/11/2022 12:00:00 AM
