2022-03-08T14-40-56,50511,KOSSUTH REGIONAL HLTH CENTER-ALGONA,03/03/2022 12:00:00 AM,03/04/2022 12:00:00 AM,5,5,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,50511,KOSSUTH REGIONAL HLTH CENTER-ALGONA,5,POINT (-94.227124 43.056823),,2.78573684171199E38,03/11/2022 12:00:00 AM
