2022-02-18T16-04-21,56470,CHI ST JOSEPHS AREA HLTH SRVCS HOSP,02/18/2022 12:00:00 AM,,10,,
2022-03-03T09-56-49,56470,CHI ST JOSEPHS AREA HLTH SRVCS HOSP,02/18/2022 12:00:00 AM,,10,10,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,56470,CHI ST JOSEPHS AREA HLTH SRVCS HOSP,02/18/2022 12:00:00 AM,02/22/2022 12:00:00 AM,10,10,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,56470,CHI ST JOSEPHS AREA HLTH SRVCS HOSP,02/18/2022 12:00:00 AM,02/22/2022 12:00:00 AM,10,10,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,56470,CHI ST JOSEPHS AREA HLTH SRVCS HOSP,10,POINT (-95.061502 46.915618),1881710234,2.78573684281148E38,03/10/2022 12:00:00 AM
