2022-02-18T16-04-21,27534-9494,WAYNE MEMORIAL HOSPITAL,02/16/2022 12:00:00 AM,,40,,
2022-03-03T09-56-49,27534-9494,WAYNE MEMORIAL HOSPITAL,02/23/2022 12:00:00 AM,,70,70,03/01/2022 12:00:00 AM
2022-03-03T10-04-44,27534-9494,WAYNE MEMORIAL HOSPITAL,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,70,70,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,27534-9494,WAYNE MEMORIAL HOSPITAL,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,70,70,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,27534,WAYNE MEMORIAL HOSPITAL,70,POINT (-77.953336 35.400833),,2.78573684309194E38,03/11/2022 12:00:00 AM
