2022-03-08T14-40-56,60527-0872,METRO INFECTIOUS DISEASE CONSULT,02/23/2022 12:00:00 AM,03/01/2022 12:00:00 AM,100,90,03/04/2022 12:00:00 AM
2022-03-16T18-51-35,60527,METRO INFECTIOUS DISEASE CONSULT,90,POINT (-87.908532 41.753879),1376539692,2.78573684189118E38,03/11/2022 12:00:00 AM
