2022-03-08T14-40-56,89102,Intermountain Wynn Instacare,03/02/2022 12:00:00 AM,03/08/2022 12:00:00 AM,40,,
2022-03-16T18-51-35,89102,Intermountain Wynn Instacare,40,,1487631917,2.79926081542758E38,03/10/2022 12:00:00 AM
