2022-02-18T16-04-21,15227,Spartan Pharmacy-Brownsville Road,02/16/2022 12:00:00 AM,,50,,
2022-02-18T16-04-21,15227,Spartan Pharmacy,02/16/2022 12:00:00 AM,,50,,
2022-03-03T09-56-49,15227,SPARTAN PHARMACY LTC,02/23/2022 12:00:00 AM,,25,25,02/24/2022 12:00:00 AM
2022-03-03T09-56-49,15227,Spartan Pharmacy - CLAIRTON BLVD,02/23/2022 12:00:00 AM,,100,25,02/24/2022 12:00:00 AM
2022-03-03T09-56-49,15227,Spartan Pharmacy-Brownsville Road,02/23/2022 12:00:00 AM,,100,25,02/24/2022 12:00:00 AM
2022-03-03T10-04-44,15227,Spartan Pharmacy - CLAIRTON BLVD,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,100,25,02/24/2022 12:00:00 AM
2022-03-03T10-04-44,15227,SPARTAN PHARMACY LTC,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,25,25,02/24/2022 12:00:00 AM
2022-03-03T10-04-44,15227,Spartan Pharmacy-Brownsville Road,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,100,25,02/24/2022 12:00:00 AM
2022-03-08T14-40-56,15227,SPARTAN PHARMACY LTC,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,25,25,02/24/2022 12:00:00 AM
2022-03-08T14-40-56,15227,Spartan Pharmacy - CLAIRTON BLVD,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,100,25,02/24/2022 12:00:00 AM
2022-03-08T14-40-56,15227,Spartan Pharmacy-Brownsville Road,02/23/2022 12:00:00 AM,02/25/2022 12:00:00 AM,100,25,02/24/2022 12:00:00 AM
2022-03-16T18-51-35,15227,Spartan Pharmacy - CLAIRTON BLVD,86,POINT (-79.982054 40.372903),1508151226,2.87223922192104E38,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,15227,SPARTAN PHARMACY LTC,43,POINT (-79.975567 40.374092),1104056522,2.78573684433309E38,03/09/2022 12:00:00 AM
2022-03-16T18-51-35,15227,Spartan Pharmacy-Brownsville Road,86,POINT (-79.975565 40.374217),1891706461,2.85865092157247E38,03/09/2022 12:00:00 AM
