2022-03-03T09-56-49,29615-4812,ST FRANCIS EASTSIDE,02/25/2022 12:00:00 AM,,100,50,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,29615-4812,ST FRANCIS EASTSIDE,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,100,100,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,29615-4812,ST FRANCIS EASTSIDE,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,100,100,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,29615,ST FRANCIS EASTSIDE,100,POINT (-82.322825 34.850508),,2.78573684447055E38,03/10/2022 12:00:00 AM
