2022-02-18T16-04-21,08817,Walgreens Store #09932,02/17/2022 12:00:00 AM,,20,0,02/18/2022 12:00:00 AM
2022-02-18T16-04-21,08817,Walgreens Store #04876,02/17/2022 12:00:00 AM,,20,0,02/18/2022 12:00:00 AM
2022-03-03T09-56-49,08817,Walgreens Store #09932,02/17/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,40,02/28/2022 12:00:00 AM
2022-03-03T09-56-49,08817,Walgreens Store #04876,02/17/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,19,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,08817,Walgreens Store #04876,02/17/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,19,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,08817,Walgreens Store #09932,02/17/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,40,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,08817,Walgreens Store #04876,02/17/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,19,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,08817,Walgreens Store #09932,02/17/2022 12:00:00 AM,02/21/2022 12:00:00 AM,20,39,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,08817,Walmart Pharmacy #5201,4,POINT (-74.379317 40.531807),1699922419,2.44921705303653E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,08817,Walgreens Store #04876,19,POINT (-74.396722 40.542205),1255346243,2.4251002758372E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,08817,Walgreens Store #09932,38,POINT (-74.398735 40.503746),1699906867,2.42510027573456E38,03/11/2022 12:00:00 AM
