2022-03-08T14-40-56,92201,Walgreens Store #01254,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,100,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,92201,Walgreens Store #01254,98,POINT (-116.268738 33.727932),1023051638,2.42510027580093E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,92201,Walgreens Store #09080,40,POINT (-116.251995 33.707272),1841352861,2.42510027573921E38,03/11/2022 12:00:00 AM
