2022-03-08T14-40-56,14263-0001,ROSWELL PARK CANCER INSTITUTE,03/03/2022 12:00:00 AM,03/05/2022 12:00:00 AM,40,40,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,14263,ROSWELL PARK CANCER INSTITUTE,40,POINT (-78.865021 42.898533),,2.78573684344141E38,03/10/2022 12:00:00 AM
