2022-03-03T10-04-44,95632-8874,Rite Aid 06547,03/02/2022 12:00:00 AM,,20,,
2022-03-16T18-51-35,95632,Rite Aid 06547,20,POINT (-121.298585 38.291156),,2.4468460865882E38,03/11/2022 12:00:00 AM
