2022-03-08T14-40-56,14620-0000,HIGHLAND HOSPITAL,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,40,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,14620,HIGHLAND HOSPITAL,37,POINT (-77.607295 43.136451),,2.78573684344791E38,03/10/2022 12:00:00 AM
