2022-02-18T16-04-21,23464,Walgreens Store #09195,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,0,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,23464,Walgreens Store #09195,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,23464,Walgreens Store #09195,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,23464,Walgreens Store #09195,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,23464-4212,Rite Aid 11273,03/02/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,23464,Walgreens Store #09195,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,23464-3627,Rite Aid 11275,03/02/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,23464-3981,Rite Aid 04987,03/02/2022 12:00:00 AM,,20,,
2022-03-08T14-40-56,23464-3981,Rite Aid 04987,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,23464-4212,Rite Aid 11273,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,23464,Walgreens Store #09195,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,40,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,23464-3627,Rite Aid 11275,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,23464,Rite Aid 04987,20,POINT (-76.166627 36.79517),,2.446846086584E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,23464,Rite Aid 11275,20,POINT (-76.21357 36.818544),,2.4468460865957E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,23464,Rite Aid 11273,20,POINT (-76.168129 36.814907),,2.44684608659572E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,23464,Walgreens Store #09195,40,POINT (-76.214609 36.816787),1306853270,2.42510027572874E38,03/11/2022 12:00:00 AM
