2022-03-08T14-40-56,19122-1105,Rite Aid 01127,03/03/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,19122,Rite Aid 01127,20,POINT (-75.156336 39.985753),,2.44684608661361E38,03/11/2022 12:00:00 AM
