2022-03-03T10-04-44,92845-1238,Rite Aid 05743,03/02/2022 12:00:00 AM,,20,,
2022-03-16T18-51-35,92845,Rite Aid 05743,20,POINT (-118.028576 33.788634),,2.4468460865803E38,03/11/2022 12:00:00 AM
