2022-03-08T14-40-56,00613,HOSPITAL PAVIA ARECIBO,03/03/2022 12:00:00 AM,03/08/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,00613,HOSPITAL PAVIA ARECIBO,20,,1972531218,2.86775671295549E38,03/11/2022 12:00:00 AM
