2022-02-10T21-04-53,49512,Meijer Store 050,12/30/2021 12:00:00 AM,,0,17,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,49512,Meijer Store 050,12/30/2021 12:00:00 AM,,0,17,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,49512,Meijer Store 050,12/30/2021 12:00:00 AM,,0,17,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,49512,Meijer Store 050,12/30/2021 12:00:00 AM,,0,13,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,49512,Meijer Store 050,12/30/2021 12:00:00 AM,,0,12,02/15/2022 12:00:00 AM
2022-03-03T10-04-44,49512,Omnicare of Grand Rapids,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,49512,Omnicare of Grand Rapids,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,49512,Omnicare of Grand Rapids,20,,,2.86696224437256E38,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,49512,Meijer Store 050,8,POINT (-85.533457 42.912891),1578603031,2.45100164620537E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,49512,Omnicare of Grand Rapids #48278,20,POINT (-85.57535 42.896446),1437252475,2.53793789393226E38,03/10/2022 12:00:00 AM
