2022-03-08T14-40-56,61074-1918,HARTIG DRUG 29,03/01/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,,
2022-03-16T18-51-35,61074,HARTIG DRUG 29,20,POINT (-90.152274 42.090907),,2.78573684187936E38,03/08/2022 12:00:00 AM
