2022-03-08T14-40-56,61085-1323,HARTIG DRUG #11,03/01/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,,
2022-03-16T18-51-35,61085,HARTIG DRUG #11,20,POINT (-90.006801 42.349694),1154428720,2.78573684185372E38,03/08/2022 12:00:00 AM
