2022-02-10T21-04-53,92337,Walgreens Store #10768,02/10/2022 12:00:00 AM,,0,1,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,92337,Walgreens Store #10768,02/10/2022 12:00:00 AM,,0,1,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,92337,Walgreens Store #10768,02/10/2022 12:00:00 AM,,0,1,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,92337,Walgreens Store #10768,02/10/2022 12:00:00 AM,,0,1,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,92337,Walgreens Store #10768,02/10/2022 12:00:00 AM,,0,1,02/15/2022 12:00:00 AM
2022-03-03T09-56-49,92337,CVS Store #16187,02/25/2022 12:00:00 AM,,20,,
2022-03-03T09-56-49,92337,Walgreens Store #10768,02/25/2022 12:00:00 AM,,20,1,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,92337,CVS Store #16187,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,92337,Walgreens Store #10768,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,1,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,92337,Walgreens Store #10768,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,92337,CVS Store #16187,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,92337,CVS Store #16187,20,POINT (-117.434146 34.063108),1629090238,2.45734408767448E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,92337,Walgreens Store #10768,20,POINT (-117.435403 34.051654),1689812794,2.42510027568693E38,03/11/2022 12:00:00 AM
