2022-02-16T18-37-01,62948,Walmart Pharmacy #596,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,,
2022-02-18T15-54-16,62948,Walmart Pharmacy #596,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,,
2022-02-18T16-04-21,62948,Walmart Pharmacy #596,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,,
2022-02-22T09-09-37,62948,Walmart Pharmacy #596,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,,
2022-02-24T09-51-18,62948,Walmart Pharmacy #596,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,,
2022-03-03T09-56-49,62948,Walmart Pharmacy #596,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,62948,Walmart Pharmacy #596,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,62948,Walgreens Store #12089,02/24/2022 12:00:00 AM,02/28/2022 12:00:00 AM,20,40,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,62948,Walmart Pharmacy #596,02/10/2022 12:00:00 AM,02/14/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,62948,Walgreens Store #12089,02/24/2022 12:00:00 AM,02/28/2022 12:00:00 AM,20,40,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,62948,Walgreens Store #12089,40,POINT (-89.027677 37.788182),1366680571,2.42510027575514E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,62948,Walmart Pharmacy #596,20,POINT (-89.027332 37.786402),1457378713,2.4492170530728E38,03/11/2022 12:00:00 AM
