2022-03-03T09-56-49,93312,CVS Store #16723,02/25/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,93312-6383,Rite Aid 06451,03/02/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,93312-5840,Rite Aid 06549,03/02/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,93312,CVS Store #16723,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,93312,CVS Store #16723,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,93312-5840,Rite Aid 06549,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,93312-6383,Rite Aid 06451,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,93312,Rite Aid 06451,20,POINT (-119.11108 35.367996),,2.44684608659292E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,93312,CVS Store #16723,20,POINT (-119.103478 35.383543),1538181227,2.45734408765813E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,93312,Rite Aid 06549,19,POINT (-119.126473 35.419768),,2.44684608658815E38,03/11/2022 12:00:00 AM
