2022-03-08T14-40-56,15074-2139,Rite Aid 10901,03/03/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,15074,Rite Aid 10901,20,POINT (-80.286908 40.70246),,2.44684608660314E38,03/11/2022 12:00:00 AM
