2022-02-16T18-37-01,17870,Weis Markets Inc,02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,40,40,02/16/2022 12:00:00 AM
2022-02-18T15-54-16,17870,Weis Markets Inc,02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,40,40,02/16/2022 12:00:00 AM
2022-02-18T16-04-21,17870,Weis Markets Inc,02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,40,0,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,17870,Weis Markets Inc,02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,40,40,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,17870,Weis Markets Inc,02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,40,40,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,17870,CVS Store #01577,02/25/2022 12:00:00 AM,,20,,
2022-03-03T09-56-49,17870,Walmart Pharmacy #2185,02/25/2022 12:00:00 AM,,20,,
2022-03-03T10-04-44,17870,Walmart Pharmacy #2185,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,,
2022-03-03T10-04-44,17870,Weis Markets Inc,02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,40,38,03/02/2022 12:00:00 AM
2022-03-03T10-04-44,17870,CVS Store #01577,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,17870,Weis Markets Inc,02/09/2022 12:00:00 AM,02/11/2022 12:00:00 AM,40,37,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,17870,Walmart Pharmacy #2185,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,,
2022-03-08T14-40-56,17870,CVS Store #01577,02/25/2022 12:00:00 AM,03/01/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,17870,CVS Store #01577,20,POINT (-76.856293 40.810997),1730283565,2.45734408768456E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,17870,Walmart Pharmacy #2185,20,POINT (-76.846758 40.824181),1750308813,2.44921705303317E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,17870,Weis Markets Inc,37,POINT (-76.864857 40.81015),1134152465,2.45862542541325E38,03/11/2022 12:00:00 AM
