2022-03-08T14-40-56,19141-1931,Rite Aid 02604,03/03/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,19141,Rite Aid 02604,20,POINT (-75.143119 40.046184),,2.44684608663182E38,03/11/2022 12:00:00 AM
