2022-02-10T21-04-53,19966-4939,Rite Aid 04916,,,0,5,02/10/2022 12:00:00 AM
2022-02-14T09-23-55,19966-4939,Rite Aid 04916,,,0,5,02/11/2022 12:00:00 AM
2022-02-15T10-17-36,19966-4939,Rite Aid 04916,,,0,5,02/11/2022 12:00:00 AM
2022-02-16T08-11-48,19966-4939,Rite Aid 04916,,,0,5,02/14/2022 12:00:00 AM
2022-02-16T08-23-53,19966-4939,Rite Aid 04916,,,0,5,02/15/2022 12:00:00 AM
2022-03-16T18-51-35,19966,Rite Aid 04916,4,POINT (-75.194271 38.635102),,2.44684608658653E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,19966,Rite Aid 11192,5,POINT (-75.294961 38.585541),,2.44684608660005E38,03/11/2022 12:00:00 AM
