2022-02-18T16-04-21,29360,Walgreens Store #18394,02/10/2022 12:00:00 AM,02/12/2022 12:00:00 AM,20,20,02/18/2022 12:00:00 AM
2022-02-22T09-09-37,29360,Walgreens Store #18394,02/10/2022 12:00:00 AM,02/12/2022 12:00:00 AM,20,20,02/21/2022 12:00:00 AM
2022-02-24T09-51-18,29360,Walgreens Store #18394,02/10/2022 12:00:00 AM,02/12/2022 12:00:00 AM,20,20,02/22/2022 12:00:00 AM
2022-03-03T09-56-49,29360,Walgreens Store #18394,02/10/2022 12:00:00 AM,02/12/2022 12:00:00 AM,20,20,02/28/2022 12:00:00 AM
2022-03-03T10-04-44,29360,Walgreens Store #18394,02/10/2022 12:00:00 AM,02/12/2022 12:00:00 AM,20,20,03/02/2022 12:00:00 AM
2022-03-08T14-40-56,29360,Walgreens Store #18394,02/10/2022 12:00:00 AM,02/12/2022 12:00:00 AM,20,19,03/08/2022 12:00:00 AM
2022-03-08T14-40-56,29360,Walgreens Store #12568,02/28/2022 12:00:00 AM,03/02/2022 12:00:00 AM,20,19,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,29360,INGLES MARKETS INC,40,POINT (-81.983335 34.493257),1720192610,2.45862542540222E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,29360,Walgreens Store #18394,19,POINT (-82.009595 34.505264),1265957047,2.42510027562349E38,03/11/2022 12:00:00 AM
2022-03-16T18-51-35,29360,Walgreens Store #12568,19,POINT (-81.985625 34.493949),1063651941,2.42510027576179E38,03/11/2022 12:00:00 AM
