2022-03-08T14-40-56,32963,CVS Store #03429,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,32963,CVS Store #03429,40,,1548364441,2.45734408774728E38,03/11/2022 12:00:00 AM
