2022-03-08T14-40-56,61036-8215,HARTIG DRUG COMPANY,03/01/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,,
2022-03-16T18-51-35,61036,HARTIG DRUG COMPANY,20,POINT (-90.447056 42.431894),1346347903,2.78573684184552E38,03/08/2022 12:00:00 AM
