2022-03-08T14-40-56,11572,MOUNT SINAI HOSP SO NASSAU,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-03-16T18-51-35,11572,MOUNT SINAI HOSP SO NASSAU,40,,1922079094,2.78573684369413E38,03/11/2022 12:00:00 AM
