2022-03-08T14-40-56,62963-1163,BODE DRUG MOUND CITY,03/01/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/07/2022 12:00:00 AM
2022-03-16T18-51-35,62963,BODE DRUG MOUND CITY,20,POINT (-89.163749 37.084074),1588744254,2.78573684187102E38,03/11/2022 12:00:00 AM
