2022-03-03T09-56-49,72087,EAST GATE PHARMACY - LONSDALE,02/28/2022 12:00:00 AM,,24,,
2022-03-03T10-04-44,72087,EAST GATE PHARMACY - LONSDALE,02/28/2022 12:00:00 AM,,24,,
